SCHOOL_TITLE,CourseID,COFFERED_WITH,Sec,Crs,size,stuNo,ROOM_ID,RoomSize,BLOCKED,COURSE_NAME,FACULTY_FULL_NAME,STRAT_TIME,END_TIME,ST_MW,Dept,ClassSize,stuCr,Year,Semester,Level,SemesterNo,
SLASS,ANT101,ANT101,3,3,51,51,BC2020-S,50,-1,Introduction to Anthropology,2194-MR Mohammad Mahfuzul Islam,11:20,12:50,ST,SLASS,51,153,2014,Summer,,2,
SLASS,ANT101,ANT101,4,3,45,45,BC8012-S,50,-1,Introduction to Anthropology,2129-DR Talim Hossain,13:40,15:10,ST,SLASS,45,135,2014,Summer,,2,
SLASS,ANT103,ANT103,1,3,25,5,BC7026-S,50,-1,Methodology in Anthropology,2326-MR Maidul Alam Chaklader,13:40,15:10,MW,SLASS,5,15,2014,Summer,,2,
SLASS,ANT205,ANT205,1,3,20,5,BCTBA2-S,50,-1,Theories in Anthropology I,2194-MR Mohammad Mahfuzul Islam,9:40,11:10,ST,SLASS,5,15,2014,Summer,,2,
SLASS,ANT315,ANT315,1,3,20,3,BC8013-S,25,-1,Local Knowledge and Development,2152-DR Mahbub Alam,15:20,16:50,MW,SLASS,3,9,2014,Summer,,2,
SLASS,ANT403,ANT403,1,3,15,1,BCTBA3-S,50,-1,Applied Anthropology,2194-MR Mohammad Mahfuzul Islam,11:20,12:50,MW,SLASS,1,3,2014,Summer,,2,
SLASS,ANT499,ANT499,1,6,5,1,BC9016-S,25,-1,Senior Project/Internship,2113-DR Manzurul Mannan,17:00,18:30,ST,SLASS,1,6,2014,Summer,,2,
SBE,BBA499A,BBA499A,1,6,190,184,BCTBA1-S,50,-1,Internship/ Senior Project,3229-DR Sarwar Uddin Ahmed,8:00,9:30,F,SBE,184,1104,2014,Summer,,2,
SELS,BIO101,BIO101,1,3,40,10,BC9017-S,50,-1,Environmental Biology,5182-MS Shohana Huq,11:20,12:50,ST,SELS,10,30,2014,Summer,,2,
SELS,BIO101L,BIO101L,1,1,20,10,BLab-S,50,-1,Environmental Biology Lab,5182-MS Shohana Huq,11:20,12:50,R,SELS,10,10,2014,Summer,,2,
SELS,BIO101L,BIO101L,2,1,20,2,BLab-S,50,-1,Environmental Biology Lab,5182-MS Shohana Huq,13:40,15:10,R,SELS,2,2,2014,Summer,,2,
SELS,BIO102,BIO102,1,3,30,21,BC10018-S,50,-1,Biology & Society,6001-MS Mariz Sintaha,9:40,11:10,ST,SELS,21,63,2014,Summer,,2,
SELS,BIO102,BIO102,2,3,30,0,BC10018-S,50,B-0,Biology & Society,6001-MS Mariz Sintaha,9:40,11:10,MW,SELS,,0,2014,Summer,,2,
SELS,BIO102T,BIO102T,1,1,30,20,BC10018-S,50,-1,Biology & Society Tutorial,6001-MS Mariz Sintaha,9:40,11:10,R,SELS,20,20,2014,Summer,,2,
SELS,BIO102T,BIO102T,2,1,30,0,BC10018-S,50,B-0,Biology & Society Tutorial,6001-MS Mariz Sintaha,11:20,12:50,R,SELS,,0,2014,Summer,,2,
SELS,BIO103,BIO103,1,3,30,1,BC10014-S,50,-1,Biochemistry I,6011-MS Ms. Mahina Tabassum Mitul,9:40,11:10,MW,SELS,1,3,2014,Summer,,2,
SELS,BIO105,BIO105,1,3,30,3,BC10014-S,50,-1,General Chemistry,6010-MS Tasnimul Ferdous,11:20,12:50,MW,SELS,3,9,2014,Summer,,2,
SELS,BIO105L,BIO105L,1,1,30,3,BC4017L-S,30,-1,General Chemistry Lab,6010-MS Tasnimul Ferdous,13:40,15:10,R,SELS,3,3,2014,Summer,,2,
SELS,BIO107,BIO107,1,3,30,4,BC10014-S,50,-1,Introductory Chemistry II,6006-MR Ahsan Habib Polash,15:20,16:50,ST,SELS,4,12,2014,Summer,,2,
SELS,BIO107L,BIO107L,1,1,30,4,BC4017L-S,30,-1,Introductory Chemistry II Lab,6006-MR Ahsan Habib Polash,9:40,11:10,R,SELS,4,4,2014,Summer,,2,
SELS,BIO203,BIO203,1,3,30,1,BC10018-S,50,-1,Cell Biology I,6001-MS Mariz Sintaha,15:20,16:50,MW,SELS,1,3,2014,Summer,,2,
SELS,BIO207,BIO207,1,3,30,1,BC10018-S,50,-1,Genetics,6011-MS Ms. Mahina Tabassum Mitul,13:40,15:10,MW,SELS,1,3,2014,Summer,,2,
SLASS,BLA101,BLA101,1,3,65,65,BC7002-S,50,-1,Bangla Literature and Art,2115-MR Nazir Ahmed 2115-NazirAhmed,11:20,12:50,ST,SLASS,65,195,2014,Summer,,2,
SLASS,BLA101,BLA101,2,3,65,65,BC7002-S,50,-1,Bangla Literature and Art,2115-MR Nazir Ahmed 2115-NazirAhmed,15:20,16:50,ST,SLASS,65,195,2014,Summer,,2,
SLASS,BNG201,BNG201,1,3,45,0,BC001-S,50,B-0,Bangla Literature,T001-00 TBA TBA,8:00,9:30,MW,SLASS,,0,2014,Summer,,2,
SLASS,BNG201,BNG201,2,3,45,0,BCTBA3-S,50,B-0,Bangla Literature,2114-DR Akimun Rahman,13:40,15:10,MW,SLASS,,0,2014,Summer,,2,
SBE,BUS201,BUS201,1,3,50,50,BC10014-S,50,-1,Introduction to Business,3405-MS Sumita Das,9:40,11:10,ST,SBE,50,150,2014,Summer,,2,
SBE,BUS201,BUS201,2,3,50,49,BC10018-S,50,-1,Introduction to Business,8975-MR Md. Rajib Rahman,15:20,16:50,ST,SBE,49,147,2014,Summer,,2,
SBE,BUS201,BUS201,3,3,50,50,BC2012-S,50,-1,Introduction to Business,3358-MR Mr. Iftekhar Mahfuz,9:40,11:10,ST,SBE,50,150,2014,Summer,,2,
SBE,BUS201,BUS201,4,3,50,50,BC2009-S,50,-1,Introduction to Business,3384-MR Hasibul Alam Chowdhury,13:40,15:10,ST,SBE,50,150,2014,Summer,,2,
SBE,BUS201,BUS201,5,3,50,26,BC7016-S,50,-1,Introduction to Business,3397-DR Mohammed Kamrul Hasan,9:40,11:10,ST,SBE,26,78,2014,Summer,,2,
SBE,BUS201,BUS201,6,3,50,50,BC2009-S,50,-1,Introduction to Business,3401-MR Iftear Ahmed Chowdhury,9:40,11:10,MW,SBE,50,150,2014,Summer,,2,
SBE,BUS202,BUS202,1,3,30,26,BC2021-S,50,-1,Business Mathematics,3135-MR Abul Bashar,8:00,9:30,ST,SBE,26,78,2014,Summer,,2,
SBE,BUS202,BUS202,2,3,30,27,BC3012-S,50,-1,Business Mathematics,3135-MR Abul Bashar,17:00,18:30,MW,SBE,27,81,2014,Summer,,2,
SBE,BUS202,BUS202,3,3,31,31,BC2012-S,50,-1,Business Mathematics,3357-MR Tapas Kumar Paul,13:40,15:10,MW,SBE,31,93,2014,Summer,,2,
SBE,BUS202,BUS202,4,3,30,30,BC4010-S,25,-1,Business Mathematics,3378-MR Iftekhairul Islam,15:20,16:50,MW,SBE,30,90,2014,Summer,,2,
SBE,BUS202,BUS202,5,3,30,30,BC4013-S,25,-1,Business Mathematics,4265-DR A.B.M. Shahadat Hossain,11:20,12:50,MW,SBE,30,90,2014,Summer,,2,
SBE,BUS202,BUS202,6,3,30,30,BC2022-S,50,-1,Business Mathematics,3319-MR Salahuddin Ahmed,17:00,18:30,MW,SBE,30,90,2014,Summer,,2,
SBE,BUS202,BUS202,7,3,30,23,BC2014-S,50,-1,Business Mathematics,3319-MR Salahuddin Ahmed,8:00,9:30,ST,SBE,23,69,2014,Summer,,2,
SBE,BUS202,BUS202,8,3,30,29,BC2023-S,50,-1,Business Mathematics,3378-MR Iftekhairul Islam,8:00,9:30,ST,SBE,29,87,2014,Summer,,2,
SBE,BUS202,BUS202,9,3,31,31,BC2014-S,50,-1,Business Mathematics,3357-MR Tapas Kumar Paul,11:20,12:50,MW,SBE,31,93,2014,Summer,,2,
SBE,BUS202,BUS202,10,3,30,29,BC4011-S,25,-1,Business Mathematics,3404-MR Md. Aynul Hoque,9:40,11:10,ST,SBE,29,87,2014,Summer,,2,
SBE,BUS202,BUS202,11,3,31,31,BC4010-S,25,-1,Business Mathematics,3404-MR Md. Aynul Hoque,13:40,15:10,MW,SBE,31,93,2014,Summer,,2,
SBE,BUS360,BUS360,1,3,50,39,BC2022-S,50,-1,Introduction to Business Law,3159-BAR Sarah Hassan,9:40,11:10,ST,SBE,39,117,2014,Summer,,2,
SBE,BUS360,BUS360,2,3,52,52,BC2011-S,50,-1,Introduction to Business Law,3358-MR Mr. Iftekhar Mahfuz,8:00,9:30,MW,SBE,52,156,2014,Summer,,2,
SBE,BUS360,BUS360,3,3,54,54,BC2020-S,50,-1,Introduction to Business Law,3243-BAR Aysha Dawood Akhter,15:20,16:50,ST,SBE,54,162,2014,Summer,,2,
SBE,BUS360,BUS360,4,3,50,50,BC2023-S,50,-1,Introduction to Business Law,3409-MR Mohammad Tanvir Sarwar,15:20,16:50,MW,SBE,50,150,2014,Summer,,2,
SBE,BUS360,BUS360,5,3,50,35,BC2022-S,50,-1,Introduction to Business Law,3159-BAR Sarah Hassan,9:40,11:10,MW,SBE,35,105,2014,Summer,,2,
SBE,BUS485,BUS485,1,3,57,57,BC3010-S,50,-1,Business Research Methods,3376-MR Naheem Mahtab,13:40,15:10,ST,SBE,57,171,2014,Summer,,2,
SBE,BUS485,BUS485,2,3,60,60,BC2021-S,50,-1,Business Research Methods,3185-MR Mohammed Sohel Islam,9:40,11:10,MW,SBE,60,180,2014,Summer,,2,
SBE,BUS485,BUS485,3,3,57,56,BC2021-S,50,-1,Business Research Methods,3193-MR Hanif Mahtab,15:20,16:50,ST,SBE,56,168,2014,Summer,,2,
SBE,BUS485,BUS485,4,3,58,58,BC2023-S,50,-1,Business Research Methods,3185-MR Mohammed Sohel Islam,13:40,15:10,ST,SBE,58,174,2014,Summer,,2,
SBE,BUS485,BUS485,5,3,57,57,BC3009-S,50,-1,Business Research Methods,3372-DR Samiul Parvez Ahmed,13:40,15:10,ST,SBE,57,171,2014,Summer,,2,
SELS,CHE101,CHE101,1,3,40,31,BC7026-S,50,-1,Concepts in Chemistry,5142-DR Md. Abdul Khaleque,9:40,11:10,ST,SELS,31,93,2014,Summer,,2,
SELS,CHE101,CHE101,2,3,40,13,BC9017-S,50,-1,Concepts in Chemistry,5212-MR Chowdhury Kamrul Hasan,8:00,9:30,MW,SELS,13,39,2014,Summer,,2,
SELS,CHE101,CHE101,3,3,40,15,BC10015-S,50,-1,Concepts in Chemistry,5169-DR Palash Kumar Sarker,8:00,9:30,ST,SELS,15,45,2014,Summer,,2,
SELS,CHE101,CHE101,4,3,40,20,BC9017-S,50,-1,Concepts in Chemistry,5215-DR M. H. Rahman,15:20,16:50,MW,SELS,20,60,2014,Summer,,2,
SELS,CHE101L,CHE101L,1,1,40,31,ESLAB-S,50,-1,Concepts in Chemistry Lab,5212-MR Chowdhury Kamrul Hasan 5203-Mr. RafiqulIslam,9:40,11:10,R,SELS,31,31,2014,Summer,,2,
SELS,CHE101L,CHE101L,2,1,40,15,ESLAB-S,50,-1,Concepts in Chemistry Lab,5222-MS Nabila Rahman 5203-Mr. RafiqulIslam,11:20,12:50,R,SELS,15,15,2014,Summer,,2,
SELS,CHE101L,CHE101L,3,1,40,22,ESLAB-S,50,-1,Concepts in Chemistry Lab,5169-DR Palash Kumar Sarker 5203-Mr. RafiqulIslam,13:40,15:10,R,SELS,22,22,2014,Summer,,2,
SELS,CHE101L,CHE101L,4,1,40,13,ESLAB-S,50,-1,Concepts in Chemistry Lab,5215-DR M. H. Rahman 5203-Mr. RafiqulIslam,9:40,11:10,T,SELS,13,13,2014,Summer,,2,
SELS,CHE102,CHE102,1,3,41,41,BC9013-S,50,-1,Chemistry and Society,5169-DR Palash Kumar Sarker,9:40,11:10,MW,SELS,41,123,2014,Summer,,2,
SELS,CHE102,CHE102,2,3,40,40,BC9013-S,50,-1,Chemistry and Society,5217-MR Musfique Ahmed,11:20,12:50,ST,SELS,40,120,2014,Summer,,2,
SELS,CHE102,CHE102,3,3,41,39,BC9013-S,50,-1,Chemistry and Society,5212-MR Chowdhury Kamrul Hasan,13:40,15:10,MW,SELS,39,117,2014,Summer,,2,
SELS,CHE102,CHE102,4,3,40,22,BC9013-S,50,-1,Chemistry and Society,5222-MS Nabila Rahman,15:20,16:50,ST,SELS,22,66,2014,Summer,,2,
SELS,CHE102T,CHE102T,1,1,40,39,BC9013-S,50,-1,Chemistry and Society Tutorial,5169-DR Palash Kumar Sarker,9:40,11:10,R,SELS,39,39,2014,Summer,,2,
SELS,CHE102T,CHE102T,2,1,40,40,BC9013-S,50,-1,Chemistry and Society Tutorial,5217-MR Musfique Ahmed,11:20,12:50,R,SELS,40,40,2014,Summer,,2,
SELS,CHE102T,CHE102T,3,1,40,39,BC9013-S,50,-1,Chemistry and Society Tutorial,5212-MR Chowdhury Kamrul Hasan,13:40,15:10,R,SELS,39,39,2014,Summer,,2,
SELS,CHE102T,CHE102T,4,1,40,23,BC9013-S,50,-1,Chemistry and Society Tutorial,5222-MS Nabila Rahman,15:20,16:50,R,SELS,23,23,2014,Summer,,2,
SETS,CIS101,CIS101,1,3,30,1,CSCLab3-S,35,B-0,Fundamentals of Computer System,4213-MR Khaled Mahmud Sujan,8:00,9:30,MW,CSE,1,3,2014,Summer,,2,
SETS,CIS101,CIS101,2,3,31,31,CSCLab3-S,35,-1,Fundamentals of Computer System,4267-MR Md. Rakibul Alam,11:20,12:50,MW,CSE,31,93,2014,Summer,,2,
SETS,CIS101,CIS101,3,3,32,32,CSCLab1-S,25,-1,Fundamentals of Computer System,4267-MR Md. Rakibul Alam,13:40,15:10,ST,CSE,32,96,2014,Summer,,2,
SETS,CIS101,CIS101,4,3,31,31,CSCLab3-S,35,-1,Fundamentals of Computer System,4266-MS Shabnam Shahreen Sifat,17:00,18:30,ST,CSE,31,93,2014,Summer,,2,
SETS,CIS101,CIS101,5,3,30,30,CSCLab3-S,35,-1,Fundamentals of Computer System,4266-MS Shabnam Shahreen Sifat,13:40,15:10,ST,CSE,30,90,2014,Summer,,2,
SETS,CIS101,CIS101,6,3,30,30,CSCLab3-S,35,-1,Fundamentals of Computer System,4267-MR Md. Rakibul Alam,15:20,16:50,ST,CSE,30,90,2014,Summer,,2,
SETS,CIS101,CIS101,7,3,32,32,CSCLab1-S,25,-1,Fundamentals of Computer System,4266-MS Shabnam Shahreen Sifat,9:40,11:10,MW,CSE,32,96,2014,Summer,,2,
SETS,CIS101,CIS101,8,3,30,28,CSCLab1-S,25,-1,Fundamentals of Computer System,4232-MR Syed Mahfuz Ahmed,15:20,16:50,MW,CSE,28,84,2014,Summer,,2,
SETS,CIS101,CIS101,9,3,30,30,CSCLab1-S,25,-1,Fundamentals of Computer System,4251-MR Md. Raihan Bin Rafique,15:20,16:50,ST,CSE,30,90,2014,Summer,,2,
SETS,CIS101,CIS101,10,3,32,32,CSCLab1-S,25,-1,Fundamentals of Computer System,4251-MR Md. Raihan Bin Rafique,17:00,18:30,ST,CSE,32,96,2014,Summer,,2,
SETS,CIS101,CIS101,11,3,31,31,CSCLab3-S,35,-1,Fundamentals of Computer System,4251-MR Md. Raihan Bin Rafique,9:40,11:10,MW,CSE,31,93,2014,Summer,,2,
SETS,CIS101,CIS101,12,3,30,30,CSCLab3-S,35,-1,Fundamentals of Computer System,4251-MR Md. Raihan Bin Rafique,15:20,16:50,MW,CSE,30,90,2014,Summer,,2,
SETS,CIS101,CIS101,13,3,30,30,CSCLab3-S,35,-1,Fundamentals of Computer System,4232-MR Syed Mahfuz Ahmed,13:40,15:10,MW,CSE,30,90,2014,Summer,,2,
SETS,CIS101,CIS101,14,3,31,31,CSCLab3-S,35,-1,Fundamentals of Computer System,4213-MR Khaled Mahmud Sujan,8:00,9:30,ST,CSE,31,93,2014,Summer,,2,
SETS,CIS101,CIS101,15,3,30,0,CSCLab3-S,35,B-0,Fundamentals of Computer System,4251-MR Md. Raihan Bin Rafique,17:00,18:30,MW,CSE,,0,2014,Summer,,2,
SLASS,CMN201,CMN201,1,3,45,42,BC8012-S,50,-1,Introduction to Communication,2164-MR Mohammad Masud Chowdhury,13:40,15:10,MW,SLASS,42,126,2014,Summer,,2,
SLASS,CMN201,CMN201,2,3,45,40,BC10018-S,50,-1,Introduction to Communication,2258-MS Tasneem Shahrukh,8:00,9:30,ST,SLASS,40,120,2014,Summer,,2,
SLASS,CMN201,CMN201,3,3,45,25,BC7016-S,50,-1,Introduction to Communication,2171-MS Fariya Hossain Khan,8:00,9:30,ST,SLASS,25,75,2014,Summer,,2,
SLASS,CMN201,CMN201,4,3,46,36,BC8012-S,50,-1,Introduction to Communication,2171-MS Fariya Hossain Khan,15:20,16:50,MW,SLASS,36,108,2014,Summer,,2,
SLASS,CMN201,CMN201,5,3,45,35,BC10018-S,50,-1,Introduction to Communication,2278-MS Tazeen Ahmed,11:20,12:50,MW,SLASS,35,105,2014,Summer,,2,
SLASS,CMN201,CMN201,6,3,45,40,BC8015-S,25,-1,Introduction to Communication,2278-MS Tazeen Ahmed,11:20,12:50,ST,SLASS,40,120,2014,Summer,,2,
SLASS,CMN201,CMN201,7,3,45,44,BC8011-S,50,-1,Introduction to Communication,2213-MS Jessica Tartila Suma,9:40,11:10,MW,SLASS,44,132,2014,Summer,,2,
SLASS,CMN201,CMN201,8,3,45,45,BC8012-S,50,-1,Introduction to Communication,2245-MS Aditi Ahmed,17:00,18:30,MW,SLASS,45,135,2014,Summer,,2,
SLASS,CMN201,CMN201,9,3,47,44,BC3010-S,50,-1,Introduction to Communication,2270-MS Raisa Rasheeka,8:00,9:30,MW,SLASS,44,132,2014,Summer,,2,
SLASS,CMN202,CMN202,1,3,45,29,BC8015-S,25,-1,Public Speaking,2245-MS Aditi Ahmed,15:20,16:50,MW,SLASS,29,87,2014,Summer,,2,
SLASS,CMN203,CMN203,1,3,45,32,BC8011-S,50,-1,Mass Communication: Structure and Process,2245-MS Aditi Ahmed,11:20,12:50,ST,SLASS,32,96,2014,Summer,,2,
SLASS,CMN203,CMN203,2,3,45,21,BC7026-S,50,-1,Mass Communication: Structure and Process,2270-MS Raisa Rasheeka,9:40,11:10,MW,SLASS,21,63,2014,Summer,,2,
SLASS,CMN205,CMN205,1,3,46,46,BC4011-S,25,-1,Introduction to Interactive Media,2164-MR Mohammad Masud Chowdhury,15:20,16:50,MW,SLASS,46,138,2014,Summer,,2,
SLASS,CMN207,CMN207,1,3,30,30,BC7026-S,50,-1,Introduction to Media Writing,3288-MR Shahnoor Wahid,15:20,16:50,ST,SLASS,30,90,2014,Summer,,2,
SLASS,CMN301,CMN301,1,3,30,16,BC4014-S,25,-1,Development Communication,2213-MS Jessica Tartila Suma,9:40,11:10,ST,SLASS,16,48,2014,Summer,,2,
SLASS,CMN304,CMN304,1,3,40,30,BC4012-S,25,-1,Language of Film,2278-MS Tazeen Ahmed,15:20,16:50,MW,SLASS,30,90,2014,Summer,,2,
SLASS,CMN306,CMN306,1,3,20,6,BC8015-S,25,-1,Script Writing,2178-DR G. M. Shahidul Alam,15:20,16:50,ST,SLASS,6,18,2014,Summer,,2,
SLASS,CMN309,CMN309,1,3,20,7,BC4014-S,25,-1,Shooting and Lighting,2281-MR Mahmud Hasan Kayesh,9:40,11:10,MW,SLASS,7,21,2014,Summer,,2,
SLASS,CMN314,CMN314,1,3,20,5,BC8012-S,50,-1,Depth Reporting,2255-MS Momtaz Parvin Mumu,17:00,18:30,ST,SLASS,5,15,2014,Summer,,2,
SLASS,CMN316,CMN316,1,3,20,7,BC4011-S,25,-1,Development-Support Communication,2213-MS Jessica Tartila Suma,13:40,15:10,ST,SLASS,7,21,2014,Summer,,2,
SLASS,CMN319,CMN319,1,3,20,6,BC4013-S,25,-1,Radio Reporting,2340-MR Mahmood Menon Khan,15:20,16:50,MW,SLASS,6,18,2014,Summer,,2,
SLASS,CMN323,CMN323,1,3,30,16,BC4012-S,25,-1,Copywriting,2258-MS Tasneem Shahrukh,13:40,15:10,ST,SLASS,16,48,2014,Summer,,2,
SLASS,CMN327,CMN327,1,3,30,0,BC4014-S,25,0,Environmental Communication: Theories and Practice,2154-MR Philip Gain,17:00,18:30,MW,SLASS,,0,2014,Summer,,2,
SLASS,CMN403,CMN403,1,3,30,12,BC4014-S,25,-1,Rural Development and Communication,2213-MS Jessica Tartila Suma,11:20,12:50,MW,SLASS,12,36,2014,Summer,,2,
SLASS,CMN408,CMN408,1,3,30,28,BC4013-S,25,-1,Political Communication,2178-DR G. M. Shahidul Alam,13:40,15:10,MW,SLASS,28,84,2014,Summer,,2,
SLASS,CMN409,CMN409,1,3,30,30,BC8015-S,25,-1,Cinema and Cultural Identity,2178-DR G. M. Shahidul Alam,13:40,15:10,ST,SLASS,30,90,2014,Summer,,2,
SLASS,CMN416,CMN416,1,3,20,9,BC9017-S,50,-1,TV Drama Production,2308-MR Syed Ali Haider Rizvi,15:20,16:50,ST,SLASS,9,27,2014,Summer,,2,
SLASS,CMN419,CMN419,1,3,50,25,BC8012-S,50,-1,Feature Writing,2278-MS Tazeen Ahmed,9:40,11:10,MW,SLASS,25,75,2014,Summer,,2,
SLASS,CMN420,CMN420,1,3,20,2,BC4014-S,25,-1,Development Reporting,2255-MS Momtaz Parvin Mumu,13:40,15:10,MW,SLASS,2,6,2014,Summer,,2,
SLASS,CMN422,CMN422,1,3,30,23,BC9017-S,50,-1,Packaging and Print Promotions,2258-MS Tasneem Shahrukh,9:40,11:10,MW,SLASS,23,69,2014,Summer,,2,
SLASS,CMN425,CMN425,1,3,30,10,BC4012-S,25,-1,Writing for Marketing Communication,2171-MS Fariya Hossain Khan,9:40,11:10,ST,SLASS,10,30,2014,Summer,,2,
SLASS,CMN426,CMN426,1,3,30,12,BC4013-S,25,-1,Gender and Communication,2245-MS Aditi Ahmed,13:40,15:10,ST,SLASS,12,36,2014,Summer,,2,
SLASS,CMN429,CMN429,1,3,30,5,BC10014-S,50,-1,New Media Communications,2164-MR Mohammad Masud Chowdhury,17:00,18:30,MW,SLASS,5,15,2014,Summer,,2,
SLASS,CMN498,CMN498,1,3,15,7,BCTBA1-S,50,-1,Internship,2178-DR G. M. Shahidul Alam,17:00,18:30,F,SLASS,7,21,2014,Summer,,2,
SLASS,CMN499,CMN499,1,6,15,0,BCTBA2-S,50,0,Senior Project,T001-00 TBA TBA,17:00,18:30,F,SLASS,,0,2014,Summer,,2,
SETS,CSC101,CSC101,1,3,31,29,CSCLab1-S,25,-1,Introduction to Computer Science,4161-MR Subrata Kumar Dey,11:20,12:50,MW,CSE,29,87,2014,Summer,,2,
SETS,CSC101,CSC101,2,3,31,31,CSCLab3-S,35,-1,Introduction to Computer Science,4272-MR Javed Hossain,9:40,11:10,ST,CSE,31,93,2014,Summer,,2,
SETS,CSC101,CSC101,3,3,32,32,CSCLab1-S,25,-1,Introduction to Computer Science,4267-MR Md. Rakibul Alam,8:00,9:30,MW,CSE,32,96,2014,Summer,,2,
SETS,CSC101,CSC101,4,3,31,31,CISLab1-S,30,-1,Introduction to Computer Science,4266-MS Shabnam Shahreen Sifat,13:40,15:10,MW,CSE,31,93,2014,Summer,,2,
SETS,CSC101,CSC101,5,3,31,30,CSCLab4-S,35,-1,Introduction to Computer Science,4272-MR Javed Hossain,17:00,18:30,MW,CSE,30,90,2014,Summer,,2,
SETS,CSC201,CSC201,1,3,30,9,BC6009-S,50,-1,Discrete Mathematics,4271-MR Md.Shariful Islam,15:20,16:50,MW,CSE,9,27,2014,Summer,,2,
SETS,CSC203,"CSC203,CCR203",1,3,25,19,CSCLab4-S,35,-1,Data Structure,8950-DR Mahbub Murshed,11:20,12:50,ST,CSE,19,57,2014,Summer,,2,
SETS,CSC205,"CSC205,CCR205",1,3,35,35,CSCLab1-S,25,-1,Programming Concepts,4184-DR Mahady Hasan,8:00,9:30,ST,CSE,35,105,2014,Summer,,2,
SETS,CSC205,"CSC205,CCR205",2,3,35,35,CSCLab1-S,25,-1,Programming Concepts,4184-DR Mahady Hasan,9:40,11:10,ST,CSE,35,105,2014,Summer,,2,
SETS,CSC205,"CSC205,CCR205",3,3,33,32,CSCLab3-S,35,-1,Programming Concepts,4161-MR Subrata Kumar Dey,11:20,12:50,ST,CSE,32,96,2014,Summer,,2,
SETS,CSC205,"CSC205,CCR205",4,3,27,27,CSCLab4-S,35,-1,Programming Concepts,4219-MR Mosharraf Hossain,13:40,15:10,ST,CSE,27,81,2014,Summer,,2,
SETS,CSC205L,"CSC205L,CCR205L",1,1,31,31,CSCLab1-S,25,-1,Prog. & Data Structure Lab,4184-DR Mahady Hasan,11:20,12:50,S,CSE,31,31,2014,Summer,,2,
SETS,CSC205L,"CSC205L,CCR205L",2,1,30,13,CSCLab1-S,25,-1,Prog. & Data Structure Lab,4184-DR Mahady Hasan,11:20,12:50,T,CSE,13,13,2014,Summer,,2,
SETS,CSC205L,"CSC205L,CCR205L",3,1,34,33,CSCLab1-S,25,-1,Prog. & Data Structure Lab,4161-MR Subrata Kumar Dey,17:00,18:30,M,CSE,33,33,2014,Summer,,2,
SETS,CSC205L,"CSC205L,CCR205L",4,1,30,0,CSCLab1-S,25,B-0,Prog. & Data Structure Lab,4219-MR Mosharraf Hossain,17:00,18:30,W,CSE,,0,2014,Summer,,2,
SETS,CSC212,"CSC212,CCR212",1,3,30,7,BC6007-S,50,-1,Micropro. & Ass. Language,4137-MR Mohammad Noor Nabi,13:40,15:10,ST,CSE,7,21,2014,Summer,,2,
SETS,CSC212L,"CSC212L,CCR212L",1,1,30,8,EEELab-S,35,-1,Labwork for CSC212,4251-MR Md. Raihan Bin Rafique,13:40,15:10,M,CSE,8,8,2014,Summer,,2,
SETS,CSC301,CSC301,1,3,30,7,BC5013-S,50,-1,Finite Automata and Computability,4241-DR Md. Ashraful Amin,15:20,16:50,MW,CSE,7,21,2014,Summer,,2,
SETS,CSC305,"CSC305,CCR305",1,3,25,14,CSCLab4-S,35,-1,Object-Oriented Programming,4161-MR Subrata Kumar Dey,8:00,9:30,ST,CSE,14,42,2014,Summer,,2,
SETS,CSC305L,"CSC305L,CCR305L",1,1,25,14,CSCLab4-S,35,-1,Labwork for CSC305,4161-MR Subrata Kumar Dey,9:40,11:10,W,CSE,14,14,2014,Summer,,2,
SETS,CSC306,CSC306,1,3,25,0,CSCLab4-S,35,B-0,Algorithms,8950-DR Mahbub Murshed,9:40,11:10,ST,CSE,,0,2014,Summer,,2,
SETS,CSC306L,CSC306L,1,1,25,0,CSCLab4-S,35,B-0,Algorithms Lab,8950-DR Mahbub Murshed,17:00,18:30,T,CSE,,0,2014,Summer,,2,
SETS,CSC311,"CSC311,CCR311",1,3,30,7,BC5013-S,50,-1,Computer Organization and Architecture,4137-MR Mohammad Noor Nabi,9:40,11:10,MW,CSE,7,21,2014,Summer,,2,
SETS,CSC405,"CSC405,CEN405",1,3,25,11,CSCLab4-S,35,-1,MIS and Systems Analysis,4184-DR Mahady Hasan,15:20,16:50,ST,CSE,11,33,2014,Summer,,2,
SETS,CSC425,"CSC425,CEN425",1,3,25,12,CSCLab4-S,35,-1,Artificial Intelligence,4241-DR Md. Ashraful Amin,13:40,15:10,MW,CSE,12,36,2014,Summer,,2,
SETS,CSC430,"CSC430,CEN430,ETE303",1,3,25,19,CSCLab4-S,35,-1,Data Communication and Networking,4137-MR Mohammad Noor Nabi,11:20,12:50,MW,CSE,19,57,2014,Summer,,2,
SETS,CSC430L,"CSC430L,CEN430L,ETE303L",1,1,25,14,CSCLab4-S,35,-1,Data Communication and Networking Lab,4232-MR Syed Mahfuz Ahmed,9:40,11:10,M,CSE,14,14,2014,Summer,,2,
SETS,CSC435,"CSC435,CEN435",1,3,25,8,CSCLab4-S,35,-1,Computer Graphics,8950-DR Mahbub Murshed,15:20,16:50,MW,CSE,8,24,2014,Summer,,2,
